ACCESSION: FFF00287
RECORD_TITLE: Oseltamivir acid; LC-APPI-QQ; MS2; CE50; [M+H]+
DATE: 2016.01.19 (Created 2011.04.26)
AUTHORS: Atsushi Yamamoto
  161.091667 32412.000000 3
  162.140817 66174.500000 7
  164.050003 2701.000000 1
  164.699997 1350.500000 1
  164.949997 2701.000000 1
  165.300003 2701.000000 1
  165.800003 1350.500000 1
  166.399994 1350.500000 1
  167.300003 1350.500000 1
  168.250000 2701.000000 1
  168.500000 1350.500000 1
  168.800003 2701.000000 1
  169.000000 1350.500000 1
  169.399994 2701.000000 1
  172.699997 1350.500000 1
  172.899994 1350.500000 1
  173.199997 1350.500000 1
  175.100006 1350.500000 1
  177.399994 2701.000000 1
  178.199997 1350.500000 1
  178.399994 1350.500000 1
  179.166667 8103.000000 1
  179.500000 1350.500000 1
  179.800003 4051.500000 1
  180.100006 8103.000000 1
  180.600006 1350.500000 1
  180.800003 2701.000000 1
  181.899994 1350.500000 1
  182.150002 2701.000000 1
  184.199997 1350.500000 1
  194.199997 1350.500000 1
  196.699997 1350.500000 1
  197.399994 2701.000000 1
  197.699997 1350.500000 1
  198.199997 8103.000000 1
  199.000000 2701.000000 1
  199.899994 1350.500000 1
  201.000000 4051.500000 1
  202.300003 1350.500000 1
  203.300003 1350.500000 1
  204.500000 1350.500000 1
  207.899994 1350.500000 1
  210.000000 1350.500000 1
  210.300003 1350.500000 1
  211.399994 1350.500000 1
  212.100006 1350.500000 1
  212.300003 1350.500000 1
  213.300003 1350.500000 1
  215.199997 1350.500000 1
  223.300003 1350.500000 1
  224.899994 1350.500000 1
  225.800003 1350.500000 1
  226.250000 2701.000000 1
  227.399994 1350.500000 1
  228.000000 4051.500000 1
  228.299998 8103.000000 1
  228.750000 2701.000000 1
  229.200002 4051.500000 1
  229.500000 1350.500000 1
  231.199997 1350.500000 1
  234.100006 1350.500000 1
  238.300003 1350.500000 1
  238.899999 4051.500000 1
  239.300003 4051.500000 1
  240.800003 1350.500000 1
  241.199997 1350.500000 1
  242.199997 2701.000000 1
  249.899994 1350.500000 1
  251.000000 1350.500000 1
  252.800003 1350.500000 1
  253.399994 1350.500000 1
  254.399994 1350.500000 1
  254.800003 1350.500000 1
  255.300003 1350.500000 1
  256.200012 1350.500000 1
  257.100006 1350.500000 1
  257.299988 1350.500000 1
  269.050003 2701.000000 1
  269.700012 1350.500000 1
  269.899994 1350.500000 1
  283.700012 1350.500000 1
  285.299988 2701.000000 1
//
